071-1062|DISPERBYK-130 40LB  PL|ITM04699|DISPERBYK-130 40LB PL
071-1064|DISPERBYK-140 55LB  PL|ITM04701|DISPERBYK-140 55LB PL
071-1066|DISPERBYK-142 40LB  PL|ITM04703|DISPERBYK-142 40LB PL
071-1068|DISPERBYK-145 55LB  PL|ITM04705|DISPERBYK-145 55LB PL
071-1071|DISPERBYK-161 440LB  DR|ITM04708|DISPERBYK-161 440LB DR
071-1074|DISPERBYK-162 55LB  PL|ITM04711|DISPERBYK-162 55LB PL
071-1075|DISPERBYK-163 440LB  DR|ITM04712|DISPERBYK-163 440LB DR
071-1077|DISPERBYK-164 441LB  DR|ITM04714|DISPERBYK-164 441LB DR
071-1078|DISPERBYK-164 55LB  PL|ITM04715|DISPERBYK-164 55LB PL
071-1081|DISPERBYK-166 419LB  DR|ITM04718|DISPERBYK-166 419LB DR
071-1083|DISPERBYK-167 441LB  DR|ITM04720|DISPERBYK-167 441LB DR
071-1085|DISPERBYK-168 441LB  DR|ITM04722|DISPERBYK-168 441LB DR
071-1086|DISPERBYK-168 55LB  PL|ITM04723|DISPERBYK-168 55LB PL
071-1089|DISPERBYK-170 419LB  DR|ITM04726|DISPERBYK-170 419LB DR
071-1092|DISPERBYK-171 55LB  PL|ITM04729|DISPERBYK-171 55LB PL
071-1095|DISPERBYK-180 440LB  DR|ITM04732|DISPERBYK-180 440LB DR
071-1096|DISPERBYK-180 40LB  PL|ITM04733|DISPERBYK-180 40LB PL
071-1097|DISPERBYK-181 441LB  DR|ITM04734|DISPERBYK-181 441LB DR
071-1098|DISPERBYK-181 55LB  PL|ITM04735|DISPERBYK-181 55LB PL
071-1099|DISPERBYK-182 441LB  DR|ITM04736|DISPERBYK-182 441LB DR
071-1100|DISPERBYK-182 55LB  PL|ITM04737|DISPERBYK-182 55LB PL
071-1103|DISPERBYK-184 441LB  DR|ITM04740|DISPERBYK-184 441LB DR
071-1104|DISPERBYK-184 55LB  PL|ITM04741|DISPERBYK-184 55LB PL
071-1109|DISPERBYK-187 55LB  PL|ITM04746|DISPERBYK-187 55LB PL
071-1110|DISPERBYK-190 440LB  DR|ITM04747|DISPERBYK-190 440LB DR
071-1111|DISPERBYK-190 40LB  PL|ITM04748|DISPERBYK-190 40LB PL
071-1114|DISPERBYK-191 40LB  PL|ITM04751|DISPERBYK-191 40LB PL
071-1116|DISPERBYK-192 55LB  PL|ITM04753|DISPERBYK-192 55LB PL
071-1118|DISPERBYK-193 55LB  PL|ITM04755|DISPERBYK-193 55LB PL
071-1125|DISPERBYK-199 441LB  DR|ITM04762|DISPERBYK-199 441LB DR
071-1128|DISPERBYK-2000 55LB  PL|ITM04765|DISPERBYK-2000 55LB PL
071-1130|DISPERBYK-2001 441LB  DR|ITM04767|DISPERBYK-2001 441LB DR
071-1133|DISPERBYK-2008 55LB  PL|ITM04770|DISPERBYK-2008 55LB PL
071-1138|DISPERBYK-2010 55LB  PL|ITM04775|DISPERBYK-2010 55LB PL
071-1150|DISPERBYK-2025 55LB  PL|ITM04787|DISPERBYK-2025 55LB PL
071-1151|DISPERBYK-2050 441LB  DR|ITM04788|DISPERBYK-2050 441LB DR
071-1152|DISPERBYK-2050 55LB  PL|ITM04789|DISPERBYK-2050 55LB PL
071-1174|DISPERBYK-2150 55LB  PL|ITM04811|DISPERBYK-2150 55LB PL
071-1175|DISPERBYK-2151 441LB  DR|ITM04812|DISPERBYK-2151 441LB DR
071-1176|DISPERBYK-2151 55LB  PL|ITM04813|DISPERBYK-2151 55LB PL
071-1177|DISPERBYK-2152 441LB  DR|ITM04814|DISPERBYK-2152 441LB DR
071-1178|DISPERBYK-2152 55LB  PL|ITM04815|DISPERBYK-2152 55LB PL
071-1181|DISPERBYK-2155 55LB  PL|ITM04818|DISPERBYK-2155 55LB PL
071-1183|DISPERBYK-2163 55LB  PL|ITM04820|DISPERBYK-2163 55LB PL
071-1188|DISPERPLAST-1018 44LB CTN|ITM04825|DISPERPLAST-1018 44LB CTN
071-1193|DISPERPLAST-1142 440LB  DR|ITM04830|DISPERPLAST-1142 440LB DR
071-1196|DISPERPLAST-1148 430LB  DR|ITM04833|DISPERPLAST-1148 430LB DR
071-1198|DISPERPLAST-1150 400LB  DR|ITM04835|DISPERPLAST-1150 400LB DR
071-1199|DISPERPLAST-1150 40LB  PL|ITM04836|DISPERPLAST-1150 40LB PL
071-1201|DISPERPLAST-I 400LB  DR|ITM04838|DISPERPLAST-I 400LB DR
071-1204|DISPERPLAST-P 400LB  DR|ITM04841|DISPERPLAST-P 400LB DR
071-1206|DISPERPLAST-P 40LB  PL|ITM04843|DISPERPLAST-P 40LB PL
071-1209|HORDAMER PE02 441LB  DR|ITM04846|HORDAMER PE02 441LB DR
071-1212|HORDAMER PE03 441LB  DR|ITM04849|HORDAMER PE03 441LB DR
071-1221|LACTIMON 400LB  DR|ITM04858|LACTIMON 400LB DR
071-1222|LACTIMON 40LB  PL|ITM04859|LACTIMON 40LB PL
071-1223|LACTIMON-WS 400LB  DR|ITM04860|LACTIMON-WS 400LB DR
071-1224|LACTIMON-WS 40LB  PL|ITM04861|LACTIMON-WS 40LB PL
071-1231|NANOBYK-3600 55LB  PL|ITM04868|NANOBYK-3600 55LB PL
071-1233|NANOBYK-3601 55LB  PL|ITM04870|NANOBYK-3601 55LB PL
071-1299|VISCOBYK-4010 350LB  DR|ITM04936|VISCOBYK-4010 350LB DR
071-1303|VISCOBYK-4013 350LB  DR|ITM04940|VISCOBYK-4013 350LB DR
071-1305|VISCOBYK-4015 330LB  DR|ITM04942|VISCOBYK-4015 330LB DR
071-1307|VISCOBYK-4040 350LB  DR|ITM04944|VISCOBYK-4040 350LB DR
071-1311|VISCOBYK-4041 353LB  DR|ITM04948|VISCOBYK-4041 353LB DR
071-1312|VISCOBYK-5025 375LB  DR|ITM04949|VISCOBYK-5025 375LB DR
071-1335|DISPERBYK-161 55LB  PL|ITM15321|DISPERBYK-161 55LB PL
071-1336|DISPERBYK-163 55LB  PL|ITM15319|DISPERBYK-163 55LB PL
071-1337|BYK-W 972 55LB  PL|ITM15320|BYK-W 972 55LB PL
071-1338|DISPERPLAST-1142 55LB  PL|ITM15316|DISPERPLAST-1142 55LB PL
071-1339|DISPERBYK-110 441LB  DR|ITM15315|DISPERBYK-110 441LB DR
071-1340|CERAFLOUR 967 55LB  CTN|ITM15314|CERAFLOUR 967 55LB CTN
071-1341|DISPERBYK-163 429LB  DR|ITM15428|DISPERBYK-163 429LB DR
071-1342|BYKUMEN 40LB  PL|ITM15426|BYKUMEN 40LB PL
071-1345|CERAFLOUR 920 33LB  BG|ITM04619|CERAFLOUR 920 33LB BG
080-0001|BAG DESI PAK 1U T2 CP-550 3X4 1/2 300/PP|ITM04976|BAG DESI PAK 1U T2 CP-550 3X4 1/2 300/PP 1E PL
080-0010|16 UNIT DP 71036020 SAP3824|ITM04981|16 UNIT DP 71036020 SAP3824 1E DR
080-0011|BAG DESI PAK 16U TY-532 5 3/4X10 150/D|ITM04982|BAG DESI PAK 16U TY-532 5 3/4X10 150/D 1E DR
080-0012|BAG DESI PAK 2U T2 CP-623 3X6 1/2 150/PP|ITM04983|BAG DESI PAK 2U T2 CP-623 3X6 1/2 150/PP 1E PL
080-0013|2 UNIT DP HS SAP3797 800/DR|ITM04999|2 UNIT DP HS SAP3797 800/DR 1E DR
080-0014|BAG DESI PAK 4U T2 CP-523D 5X5.5 500/D|ITM05000|BAG DESI PAK 4U T2 CP-523D 5X5.5 500/D 1E DR
080-0015|BAG DESI PAK 4U T2 TY-523D 5X5.5 500/D|ITM05001|BAG DESI PAK 4U T2 TY-523D 5X5.5 500/D 1E DR
080-0019|BAG DESI PAK 8U T2 TY-565 5X8 300/D|ITM05002|BAG DESI PAK 8U T2 TY-565 5X8 300/D 1E DR
080-0022|1 GR SORB-IT 11100410 SAP4201|ITM05004|1 GR SORB-IT 11100410 SAP4201 1E PL
080-0026|PKT SORB-IT 3G G2 27X52 2K/P|ITM05007|PKT SORB-IT 3G G2 27X52 2K/P 1E PL
080-0031|BAG DESI PAK 2U T2 TY-695 3X6 150/PP|ITM05010|BAG DESI PAK 2U T2 TY-695 3X6 150/PP 1E PL
080-0034|BAG DESI VIEW 2U SG TY-647 5X4 3/4 150/PP|ITM05012|BAG DESI VIEW 2U SG TY-647 5X4 3/4 150/PP 1E PL
080-0041|PKT SORB-IT 5G G2 27X70 1250/P|ITM05018|PKT SORB-IT 5G G2 27X70 1250/P 1E PL
080-0047|PKT SORB-IT 1/4G G2 16X25 10K/P|ITM05022|PKT SORB-IT 1/4G G2 16X25 10K/P 1E PL
080-0049|3 GRAM SORB IT SAP4140 2000/PL|ITM05024|3 GRAM SORB IT SAP4140 2000/PL 1E PL
080-0229|1UT2TY530B 200002890 300/PL|ITM05027|1UT2TY530B 200002890 300/PL 1E PL
080-0248|1/6 UNIT TY WHITE DP SAP11528|ITM05046|1/6 UNIT TY WHITE DP SAP11528 23LB PL
080-0513|1/2U DESI PAK TY CS #200006214|ITM05059|1/2U DESI PAK TY CS #200006214 1E CTN
080-0521|1/3 UNIT DP TY SAP#11527|ITM05067|1/3 UNIT DP TY SAP#11527 1E PL
080-0525|5 GRAM 50S/50CB 200013220|ITM05071|5 GRAM 50S/50CB 200013220 1E CTN
080-0528|CAN SORB-IT 1G P1 4K/PP NHT|ITM05074|CAN SORB-IT 1G P1 4K/PP NHT 1E PL
080-0531|CAN SORB-IT 1/2G P1 4k PP|ITM05077|CAN SORB-IT 1/2G P1 4k PP 1E PL
080-0619|CAN SORB-IT 1/2G P1 4K/C NHT|ITM05080|CAN SORB-IT 1/2G P1 4K/C NHT 1E CTN
080-0624|PKT SORB-IT 1/2 GR TY 1 20LB|ITM05085|PKT SORB-IT 1/2 GR TY 1 20LB 1E CTN
080-0643|CAN AROMA-CAN 1G ORANGE P27 4K/C NHT|ITM05104|CAN AROMA-CAN 1G ORANGE P27 4K/C NHT 1E CTN
080-0660|4234 3GRAM CONTINU-STRIP HOLE PUNCH|ITM05111|4234 3GRAM CONTINU-STRIP HOLE PUNCH 1E CTN
080-0663|CAN SORB-IT 1G P1 SAP# 4013|ITM05114|CAN SORB-IT 1G P1 SAP# 4013 1E CTN
080-0666|CAN SORB-IT 1G P41 4K/PP|ITM05117|CAN SORB-IT 1G P41 4K/PP 1E CTN
080-0673|PKT SORB-IT 2G G2 22X54 3K/P|ITM04984|PKT SORB-IT 2G G2 22X54 3K/P 1E CTN
080-0679|PKT SORB-IT 3G HP TY 22X66 BB 3K/C NHT|ITM04990|PKT SORB-IT 3G HP TY 22X66 BB 3K/C NHT 1E CTN
080-9008|4106 1GRAM CONTINU-STRIP HOLE PUNCH / HVL|ITM05180|4106 1GRAM CONTINU-STRIP HOLE PUNCH / HVL 1E CTN
080-9013|BAG DESI PAK 16U SEWN LOOP 4 3/4X10 150/D|ITM05185|BAG DESI PAK 16U SEWN LOOP 4 3/4X10 150/D 1E DR
085-0000|103 ZINC OXIDE 50 LB BG|ITM05192|103 ZINC OXIDE 50LB BG
085-0001|104 ZINC OXIDE 50 LB BG|ITM05193|104 ZINC OXIDE 50LB BG
085-0003|100 ZINC OXIDE 50 LB|ITM05194|100 ZINC OXIDE 50LB BG
085-0004|101 ZINC OXIDE  USP 50 LB BG|ITM05195|101USP ZINC OXIDE 50LB BG
085-0017|103USP ZINC OXIDE 50 LB BG|ITM05208|103USP ZINC OXIDE 50LB BG
085-9010|ZOCO 104L 50 LB BG / McGean|ITM05219|ZOCO 104L 50LB BG
085-9011|102 ZINC OXIDE 50 LB BG / LORD|ITM05220|102 ZINC OXIDE 50LB BG
085-9012|104 ZINC OXIDE 50 LB BG / LORD|ITM05221|104 ZINC OXIDE 50LB BG
085-9013|103USP ZINC OXIDE 50 LB BG / LORD|ITM05222|103USP ZINC OXIDE 50LB BG
088-0000|FW200 PDR 10 KG BG/34 PLT|ITM05223|FW200 POWDER 10KG BG
088-0001|LAMPBLACK 101 PDR 25 KGBG/24 P|ITM05224|LAMPBLACK 101 POWDER 25KG BG
088-0003|NIPEX 150 PDR 10 KG BG/34 PLT|ITM05226|NIPEX 150 POWDER 10KG BG
088-0004|PRINTEX L PDR 20 KG BG/26 PLT|ITM05227|PRINTEX L POWDER 20KG BG
088-0005|PRINTEX U BDS 20 KG/BG 40/PLT|ITM05228|PRINTEX U 20KG BG
088-0007|SPEC BLK 4 PDR 10 KG BG/48 PLT|ITM05230|SPEC BLK 4 POWDER 10KG BG
088-0008|SPEC BLK 5 PDR 10 KG BG/48 PLT|ITM05231|SPEC BLK 5 POWDER 10KG BG
088-0009|SPEC BLK 100 PDR 10 KG BG/52 P|ITM05232|SPEC BLK 100 POWDER 10KG BG
088-0055|PRINTEX XE2 BDS 5 KG BG 42/PL|ITM05233|PRINTEX XE2 BEADS 5KG BG
088-0058|PRINTEX G PDR 25 LB BG 50/PLT|ITM05235|PRINTEX G 25LB BG
088-0059|PRINTEX U PDR 10 KG BG 34/PLT|ITM05236|PRINTEX U POWDER 10KG BG
088-0061|PRINTEX 300 BDS 50LB BG 50/PLT|ITM05238|PRINTEX 300 BEADS 50LB BG
088-0062|SPEC BLK 5 BDS 20 KG BG 40/P|ITM05239|SPEC BLK 5 BEADS 20KG BG
088-0064|SPEC BLK 6 PDR 10 KG BG 40/PLT|ITM05240|SPEC BLK 6 POWDER 10KG BG
088-0065|PRINTEX 140U PDR 10 KG BG|ITM05241|PRINTEX 140U POWDER 10KG BG
088-0068|FW2 BDS 20 KG BG 40/PLT|ITM05242|FW2 BEADS 20KG BG
088-0070|FW200 BDS 20 KG/BG  40/Pallet|ITM05243|FW200 BEADS 20KG BG
088-0071|PRINTEX L BDS 20 KG BG 40/P|ITM05244|PRINTEX L BEADS 20KG BG
088-0072|PRINTEX 300 PDR 25 LB BG|ITM05245|PRINTEX 300 POWDER 25LB BG
088-0080|PRINTEX 85 PDR 10 KG BG 52/PLT|ITM05247|PRINTEX 85 POWDER 10KG BG
088-0082|PRINTEX 25 BDS 50 LB BG 50/PLT|ITM05248|PRINTEX 25 BEADS 50LB BG
088-0117|FW285 BLACK 10 KG/BG 34/PLT|ITM05249|FW285 BLACK 10KG BG
088-0118|S160 BLK PDR 10 KG/BG 34/PLT|ITM05250|S160 POWDER 10KG BG
088-0125|PRINTEX 55 PDR 25 LB BG 50/PLT|ITM05252|PRINTEX 55 POWDER 25LB BG
088-0128|PRINTEX 45 PDR 25 LB/BG 50/PLT|ITM05253|PRINTEX 45 POWDER 25LB BG
088-0129|SPEC BLK 350 20 KG BG|ITM05254|SPEC BLK 350 20KG BG
088-0132|PRINTEX 45 BDS 50 LB BG 50/PLT|ITM05256|PRINTEX 45 BEADS 50LB BG
088-0135|PRINTEX 30 PDR 25 LB BG 50/PLT|ITM05257|PRINTEX 30 POWDER 25LB BG
088-0138|PRINTEX G BDS 25 KG BG 40/PAL|ITM05259|PRINTEX G BEADS 25KG BG
088-0149|SPEC BLK 250 20 KG/BG|ITM05260|SPEC BLK 250 20KG BG
088-0153|PRINTEX 85 BDS 25 KG BG 40/PLT|ITM05261|PRINTEX 85 BEADS 25KG BG
088-0157|PRINTEX 55 BDS 50 LB BG|ITM05262|PRINTEX 55 BEADS 50LB BG
088-0162|PRINTEX L-6 PDR 10 KG BG/52/PL|ITM05263|PRINTEX L-6 POWDER 10KG BG
088-0172|PRINTEX F ALPHA BDS 20  KG BG 40/PALLET|ITM05264|PRINTEX F ALPHA BEADS 20KG BG
088-0175|LAMPBLACK 101 BDS 25 KG BG/40|ITM05266|LAMPBLACK 101 BEADS 25KG BG
088-0198|NIPEX 160 IQ PDR 10 KG BG|ITM05270|NIPEX 160 IQ POWDER 10KG BG
088-0199|PRINTEX F85 BDS 25 KG 20/PLT|ITM05271|PRINTEX F85 BEADS 25KG BG
088-0203|PRINTEX 60 PDR 20 LB BG 50/PLT|ITM05272|PRINTEX 60 POWDER 20LB BG
088-0206|PRINTEX 200 BDS 800 LB SUPER|ITM05273|PRINTEX 200 800LB SS
088-0209|PRINTEX 25 PDR 50 LB BG 50/PLT|ITM05275|PRINTEX 25 POWDER 50LB BG
088-0212|AROSPERSE 11 BDS 50 LB BG/50PL|ITM05276|AROSPERSE 11 BEADS 50LB BG
088-0213|S315   50 LB BG/50 PLT|ITM05277|S315 50LB BG
088-0215|CORAX N650  50 LB BAG|ITM05279|CORAX N650 50LB BG
088-0216|CORAX N326 BDS 50 LB BG 50/PAL|ITM05280|CORAX N326 50LB BG
088-0217|PRINTEX 3 PDR 25LB BG 50/P|ITM05281|PRINTEX 3 POWDER 25LB BG
088-0218|CORAX N762  50 LB BG 50/PALLET|ITM05282|CORAX N762 50LB BG
088-0219|PRINTEX 300 PDR 33LB BG 50/PlT|ITM05283|PRINTEX 300 POWDER 33LB BG
088-0222|SPEC BLK 4A PDR 20 KG BG 40 BAGS/PALLET|ITM05286|SPEC BLK 4A POWDER 20KG BG
088-0223|PRINTEX 80 PDR 10KG BG 44/PLT|ITM05287|PRINTEX 80 POWDER 10KG BG
088-0225|CORAX N220 50LB BAG 50/PLT|ITM05289|CORAX N220 50LB BG
088-0226|CORAX N330 50LB BAG 50/PLT|ITM05290|CORAX N330 50LB BG
088-0227|AROSPERSE 15 PDR 50LB BAG 50/PLT|ITM05291|AROSPERSE 15 POWDER 50LB BG
088-0228|FW1 POWDER 10KG BAG 34/PLT|ITM05292|FW1 POWDER 10KG BG
088-0229|AROSPERSE 7-256 POLYBAG 50/PLT|ITM05293|AROSPERSE 7-256 POLYBAG 50LB BG
088-0230|PRINTEX 200 BDS  50 LB BG|ITM05294|PRINTEX 200 50LB BG
088-0232|CORAX N550 50LB BAG 50/PLT|ITM05296|CORAX N550 50LB BG
088-0234|AROSPERSE F138 BDS 50 LB BG 50/PALLET|ITM05298|AROSPERSE F138 BEADS 50LB BG
088-0235|PRINTEX 35 POWDER 25 LB BG 50/PLT|ITM05299|PRINTEX 35 POWDER 25LB BG
088-0236|AROSPERSE 15V  50 LB BG|ITM05300|AROSPERSE 15V 50LB BG
088-0238|PRINTEX F80 BEADS  25 KG BAG|ITM05302|PRINTEX F80 BEADS 25KG BG
088-0239|AROSPERSE 7 BEADS  50 LB BAG|ITM05303|AROSPERSE 7 BEADS 50LB BG
088-0240|CORAX N339 50LB BAG 50/PLT|ITM05304|CORAX N339 50LB BG
088-0282|PRINTEX F80 BDS 20 KG BG 40/PT|ITM05310|PRINTEX F80 BEADS 20KG BG
088-0283|PRINTEX F80 PDR 10 KG BG 44/PT|ITM05311|PRINTEX F80 POWDER 10KG BG
088-0284|NIPEX 180 IQ 10 KG BG 30/PLT|ITM05312|NIPEX 180 IQ 10KG BG
088-0289|PRINTEX 200 PWD 50LB BG 50/PLT|ITM05135|PRINTEX 200 POWDER 50LB BG
088-0291|PANTHER 205 PDR 25 LB BG 50/PL|ITM05137|PANTHER 205 POWDER 25LB BG
088-0292|NEROX 305 10 KG BAG 90 BG/PAL|ITM05138|NEROX 305 10KG BG
088-0307|ARO 60 50LB BAG 50/PALLET|ITM05152|ARO 60 50LB BG
088-0371|HI-BLACK 50LB (BEADS) 20KG BAG  65/PALLET|ITM05345|HI-BLACK 20KG BG
088-0377|FW1 BEADS 20 KG BG 36/PAL|ITM05350|FW1 BEADS 20KG BG
088-0378|PRINTEX XE2B 5 KG BG 39/PAL|ITM05351|PRINTEX XE2B 5KG BG
088-0379|NIPEX 35 POWDER 20 KG BG 52/PA|ITM05352|NIPEX 35 POWDER 20KG BG
088-0381|CORAX N990 50 LB BAG 50/PAL|ITM05354|CORAX N990 50LB BG
088-0383|HI-BLACK 40B2 15 KG BG 65/PAL|ITM05356|HI-BLACK 40B2 15KG BG
088-0390|HI-BLACK 600L 10 KG BG 80/PAL|ITM05363|HI-BLACK 10KG BG
088-0392|PRINTEX 260 BDS 50 LB BG|ITM05365|PRINTEX 260 BEADS 50LB BG
088-0394|AROSPERSE 26 BEADS 50 LB BG 50/P|ITM05367|AROSPERSE 26 BEADS 50LB BG
088-0403|PANTHER 100 PWD 44 LB BG 45/PA|ITM05376|PANTHER 100 POWDER 44LB BG
088-0404|PRINTEX V 10 KG BG 48/PAL|ITM05377|PRINTEX V 10KG BG
088-0405|S212 50 LB BG 50/PAL|ITM05378|S212 50LB BG
088-0411|PRINTEX 260 PDR 25 LB BG|ITM05404|PRINTEX 260 POWDER 25LB BG
088-0413|AROSPERSE 11 PDR 1000 LB|ITM05406|AROSPERSE 11 POWDER 1000LB SS
088-0418|CORAX N774 50 LB BAG|ITM05411|CORAX N774 50LB BG
088-0425|AROSPERSE 5 BEADS  50 LB BAG|ITM05417|AROSPERSE 5 BEADS 50LB BG
088-0428|AROSPERSE F138 PDR 25 LB BG 50/PALLET|ITM05420|AROSPERSE F138 POWDER 25LB BG
088-0441|AROSPERSE 11 BDS 1000 LB|ITM05433|AROSPERSE 11 BEADS 1000LB SS
088-0442|PRINTEX U BDS 650KG SUPERSACK|ITM05434|PRINTEX U 650KG SS
088-0443|LAMPBLACK 101 BDS 850KG SUPERSACKS|ITM05435|LAMPBLACK 101 BEADS 850KG SS
088-0450|AROSPERSE 19  POWDER 25LB BAG|ITM05442|AROSPERSE 19 POWDER 25LB BG
088-0452|AROSPERSE 7 BEADS 1300LB SUPERSACKS|ITM05444|AROSPERSE 7 BEADS 1300LB SS
088-0456|SPEC BLK 100 PDR 12.5 KG BG/44 P|ITM05448|SPEC BLK 100 POWDER 12.5KG BG
088-0461|XPB 545 POWDER 5KG BAGS 40/PALLET|ITM05453|XPB 545 POWDER 5KG BG
088-0463|PRINTEX 45 PDR 33 LB/BG 50/PLT|ITM05455|PRINTEX 45 POWDER 33LB BG
088-0464|PRINTEX 55 PDR 33 LB BG 50/PLT|ITM05456|PRINTEX 55 POWDER 33LB BG
088-0467|PRINTEX L-6 PDR 20 KG BG 26/PL|ITM05459|PRINTEX L-6 POWDER 20KG BG
088-0472|PRINTEX 45 BDS 25 KG BG 40/PLT|ITM05464|PRINTEX 45 BEADS 25KG BG
088-0474|PRINTEX 55 BDS 25 KG BG 40/PALLET|ITM05466|PRINTEX 55 BDS 25KG BG
088-0476|XPB 412 POWDER 10 KG BAGS 48/PALLET|ITM05468|XPB 412 POWDER 10KG BG
088-9000|HI-BLACK 50LB (BEADS) 20KG BAG / AMERICHEM|ITM05471|HI-BLACK 20KG BG
088-9001|S315   50 LB BG/50 PLT LORD|ITM05472|S315 50LB BG
088-9002|CORAX N326 BDS 2000 LB SUPERSACK AMERICAN COLORS|ITM05473|CORAX N326 2000LB SS
088-9003|CORAX N550 50LB BAG 50/PLT WAYNE COUNTY RUBBER|ITM05474|CORAX N550 50LB BG
088-9005|FW200 PDR 10 KG BG/34 PLT PPG|ITM05476|FW200 POWDER 10KG BG
094-0010|5925 ZINC STEAR-XM PDR 50 LB B|ITM05479|5925 ZINC STEARATE-XM POWDER 50LB BG
094-0011|5966 ZINC STEARATE-XM ULFINE 50 L|ITM05480|5966 ZINC STEARATE-XM ULFINE 50LB BG
094-0021|2287 ZINC STEARATE 25 LB BG|ITM05482|2287 ZINC STEARATE MILLED 25LB BG
094-0023|8512 ZINC STEARATE PRILL 50 LB BG|ITM05483|8512 ZINC STEARATE PRILL 50LB BG
094-0024|5895 ZINC STEARATE 25 LB BAG|ITM05484|5895 ZINC STEARATE 25LB BG
094-0027|5899 CALCIUM STEARATE 44LB BAG|ITM05487|5899 CALCIUM STEARATE 44LB BG
094-0034|5966 ZINC STEARATE-XM ULFINE 1000LB SUPERSACK|ITM05494|5966 ZINC STEARATE-XM ULFINE 1000LB SS
094-0048|5862 CALCIUM STEARATE GRANULAR 50lLB BAG|ITM05508|5862 CALCIUM STEARATE GRANULAR 50LB BG
094-0052|5870 CALCIUM STEARATE POWDER 50LB BAG|ITM05512|5870 CALCIUM STEARATE POWDER 50LB BG
094-0091|ALUGEL 30DF ALUMINUM 20K BAG|ITM05391|ALUGEL 30DF ALUMINUM 20KG BG
094-0126|CEASIT AV CALCIUM STEARATE 50LB BAG|ITM05567|CEASIT AV CALCIUM STEARATE 50LB BG
094-0132|BAEROLUB W90721 TX 2000LB SUPERSACK|ITM05573|BAEROLUB W90721 TX 2000LB SS
094-9000|5862 CALCIUM STEARATE GRANULAR 50lLB BAG|ITM05582|5862 CALCIUM STEARATE GRANULAR 50LB BG
094-9020|5870 CALCIUM STEARATE POWDER 50LB BAG AMERICHEM|ITM05584|5870 CALCIUM STEARATE POWDER 50LB BG
094-9022|8565 KOSHER ZINC STEARATE 50LB|ITM05635|8565 KOSHER ZINC STEARATE 50LB BG
094-9023|5870 CALCIUM STEARATE POWDER 50LB BAG|ITM05636|5870 CALCIUM STEARATE POWDER 50LB BG
116-0003|EKASOL 1 196.5KG DRUM|ITM05681|EKASOL 196.5KG DR
116-0005|TERGOSOL 199KG DRUM|ITM05683|TERGOSOL 199KG DR
116-0006|ZEMASOL 203KG DRUM|ITM05684|ZEMASOL 203KG DR
116-0007|ZEMASOL 204KG DRUM|ITM15406|ZEMASOL 204KG DR
116-0008|EKASOL 1 197KG DRUM|ITM15434|EKASOL 197KG DR
116-0009|ZEMASOL 200KG DRUM|ITM15407|ZEMASOL 200KG DR
117-0001|PANSIL ULTRASPHERES 2000 50 LB BAG|ITM05694|ULTRASPHERES 2000 50LB BG
117-0002|PANSIL ULTRASPHERES 4000 50 LB BAG|ITM05695|ULTRASPHERES 4000 50LB BG
117-0003|PANSIL ULTRASPHERES 6000 50 LB BAG|ITM05696|ULTRASPHERES 6000 50LB BG
117-0004|PANSIL ULTRASPHERES 8000 50 LB BAG|ITM05697|ULTRASPHERES 8000 50LB BG
117-0005|PANSIL ULTRASPHERES 8500 50 LB BAG|ITM05698|ULTRASPHERES 8500 50LB BG
120-0001|G200 PC ZEEOSPHERES 50 LB BG|ITM05712|G200 PC ZEEOSPHERES 50LB BG
120-0002|G200 ZEEOSPHERES 50 LB BG|ITM05713|G200 ZEEOSPHERES 50LB BG
120-0004|G400 ZEEOSPHERES 50LB BG|ITM05715|G400 ZEEOSPHERES 50LB BG
120-0005|G600 ZEEOSPHERES 50 LB BG|ITM05716|G600 ZEEOSPHERES 50LB BG
120-0006|G800 ZEEOSPHERES 50 LB BG|ITM05717|G800 ZEEOSPHERES 50LB BG
120-0007|G850 ZEEOSPHERES 50 LB BG|ITM05718|G850 ZEEOSPHERES 50LB BG
120-0009|N400 50 LB BAG|ITM05720|N400 ZEEOSPHERES 50LB BG
120-0018|N800 50LB BG|ITM05729|N800 ZEEOSPHERES 50LB BG
120-0021|A37 ZEEOSPHERES 50 LB BG|ITM05732|A37 ZEEOSPHERES 50LB BG
120-0022|N1000 50LB BG|ITM05733|N1000 ZEEOSPHERES 50LB BG
120-0023|N1200 50LB BG|ITM05734|N1200 ZEEOSPHERES 50LB BG
120-0025|G400 ZEEOSPHERES 2000LB SUPERSACK|ITM05736|G400 ZEEOSPHERES 2000LB SS
140-0017|BAYFERROX 110 50 LB BG|ITM05873|BAYFERROX 110 50LB BG
140-0018|BAYFERROX 120 RED 50 LB BG|ITM05874|BAYFERROX 120 50LB BG
140-0019|BAYFERROX 120N RED 50 LB BG|ITM05875|BAYFERROX 120N 50LB BG
140-0021|BAYFERROX 140 RED 50 LB BG|ITM05877|BAYFERROX 140 50LB BG
140-0024|BAYFERROX 222 TAN 50 LB BG|ITM05880|BAYFERROX 222 50LB BG
140-0035|BAYFERROX 910 YELLOW 50 LB BG|ITM05889|BAYFERROX 910 50LB BG
140-0036|BAYFERROX 920 YELLOW 50 LB BG|ITM05890|BAYFERROX 920 50LB BG
140-0040|BAYFERROX 960/4 YELLOW 50LB BG|ITM05893|BAYFERROX 960/4 50LB BG
